id,purpose,postCode,regionCode,dti,delinquency_2s,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,CreditLine
313,0,272.0,0,19.26,1,680,684,13,0,0.0,6744,40.4,17,0,0,5520
314,0,160.0,4,20.78,0,750,754,29,0,0.0,5670,20.5,59,1,0,5130
315,0,227.0,35,14.59,0,695,699,6,0,0.0,8247,53.2,24,0,0,3420
316,0,38.0,21,8.63,0,675,679,10,0,0.0,14742,59.7,13,0,0,3720
317,0,245.0,26,21.72,0,690,694,16,0,0.0,10340,35.9,37,0,0,4200
318,0,185.0,3,13.54,0,715,719,14,0,0.0,8992,79.4,19,1,0,4710
319,0,201.0,2,31.17,0,705,709,15,0,0.0,26217,51.4,30,0,0,5880
320,0,145.0,8,15.03,3,670,674,11,1,0.0,8123,49.3,23,1,0,5040
321,2,735.0,2,12.34,0,660,664,6,0,0.0,21378,51.8,8,0,0,12120
322,2,447.0,30,2.46,0,715,719,3,0,0.0,10182,30.5,21,1,0,5100
323,4,4.0,3,16.83,0,675,679,8,0,0.0,13355,71.4,14,0,0,3870
324,0,331.0,8,17.61,0,720,724,15,0,0.0,68309,51.6,31,0,0,9930
325,4,111.0,8,12.37,0,735,739,6,0,0.0,28047,64.9,19,0,0,5370
326,0,194.0,38,23.15,0,690,694,14,0,0.0,21877,63.0,45,1,0,4890
327,0,604.0,9,10.82,1,665,669,11,0,0.0,19886,55.4,26,0,0,5790
328,5,533.0,15,7.97,0,750,754,6,0,0.0,1233,8.2,13,0,0,4920
329,0,238.0,22,3.69,0,705,709,9,0,0.0,8770,59.3,25,0,0,5280
330,0,374.0,37,15.13,0,725,729,9,0,0.0,30886,89.5,30,0,0,6750
331,2,4.0,3,7.47,0,805,809,11,0,0.0,3342,4.1,19,1,0,6540
332,0,89.0,3,15.44,0,745,749,8,0,0.0,378,1.7,19,1,0,6360
333,0,313.0,43,16.69,0,685,689,11,0,0.0,7478,60.8,17,1,0,5070
334,0,134.0,8,13.18,0,710,714,9,0,0.0,10898,31.2,12,0,0,2610
335,0,72.0,10,28.26,0,680,684,9,0,0.0,5107,41.5,22,1,0,4950
336,0,499.0,13,14.7,0,755,759,24,1,1.0,4891,4.3,57,0,0,5400
337,0,166.0,8,17.18,1,690,694,10,0,0.0,17712,74.1,28,0,0,6240
338,5,116.0,14,14.35,0,660,664,8,0,0.0,4177,39.8,15,1,0,4320
339,0,266.0,31,21.95,0,690,694,16,0,0.0,19825,50.4,23,1,0,3840
340,0,92.0,18,18.87,0,720,724,7,0,0.0,13273,54.0,13,0,0,6930
341,4,99.0,8,14.1,0,665,669,9,0,0.0,22891,73.4,23,1,0,4260
342,4,617.0,9,28.99,0,695,699,11,0,0.0,34758,80.5,20,0,0,4560
343,4,676.0,0,14.02,1,700,704,29,1,1.0,3604,7.9,75,0,0,7680
344,0,152.0,14,12.62,0,740,744,9,0,0.0,12187,40.4,22,0,0,6540
345,0,573.0,19,25.69,0,675,679,9,0,0.0,7835,68.7,53,1,0,4650
346,1,35.0,14,11.3,0,710,714,6,0,0.0,2339,11.9,9,1,0,7860
347,4,0.0,0,22.59,2,675,679,15,0,0.0,9008,77.7,33,0,0,6600
348,2,102.0,26,28.15,0,700,704,14,0,0.0,18011,97.4,36,1,0,4590
349,4,80.0,21,7.33,0,675,679,7,1,0.0,5652,41.0,20,1,0,3600
350,0,400.0,17,11.52,0,695,699,42,0,0.0,24297,44.7,77,0,0,5460
351,0,514.0,13,25.31,0,665,669,28,0,0.0,29234,86.7,68,1,0,4860
352,5,109.0,21,29.23,0,690,694,8,0,0.0,10209,68.1,22,0,0,5340
353,2,97.0,12,28.01,1,660,664,16,0,0.0,79081,91.8,27,1,0,6420
354,4,8.0,6,3.98,0,675,679,7,2,1.0,2626,43.8,13,1,0,5820
355,0,131.0,6,6.87,0,710,714,7,0,0.0,6347,51.6,11,0,0,3750
356,0,148.0,11,21.24,0,675,679,8,1,0.0,6580,23.3,10,0,0,2730
357,0,466.0,36,32.97,1,670,674,14,0,0.0,14903,64.8,29,1,0,11700
358,0,359.0,43,29.8,0,725,729,13,0,0.0,4998,22.5,23,0,0,4110
359,4,139.0,8,23.24,0,660,664,20,0,0.0,27550,68.9,22,0,0,4650
360,0,163.0,21,15.56,0,735,739,7,0,0.0,12276,90.9,15,0,0,6900
361,1,57.0,9,15.46,1,670,674,9,0,0.0,24249,97.0,22,1,0,5160
362,0,237.0,32,10.28,0,670,674,10,0,0.0,7385,37.7,15,0,0,3360
363,0,157.0,8,21.84,0,720,724,7,0,0.0,5951,24.0,13,0,0,3390
364,0,212.0,7,14.05,0,690,694,12,0,0.0,125148,69.9,27,0,0,7350
365,0,237.0,32,19.14,0,660,664,7,0,0.0,11874,96.5,17,0,0,12540
366,0,362.0,35,14.9,0,665,669,10,0,0.0,17666,62.9,12,0,0,1830
367,2,296.0,5,16.63,0,710,714,10,0,0.0,3579,24.2,19,0,0,5910
368,0,336.0,44,3.8,1,755,759,8,0,0.0,3900,6.7,30,0,0,14730
369,4,12.0,9,4.43,1,665,669,4,0,0.0,6065,83.1,18,0,0,7320
370,4,49.0,12,28.82,0,670,674,41,0,0.0,26682,75.8,64,1,0,4920
371,4,491.0,30,25.45,0,695,699,14,0,0.0,23479,75.0,28,0,0,5940
372,0,64.0,14,33.92,1,660,664,12,0,0.0,8437,84.4,25,1,0,4410
373,4,119.0,0,24.43,0,695,699,11,0,0.0,21959,73.9,21,1,0,4230
374,0,185.0,3,14.24,0,700,704,13,0,0.0,39898,83.5,32,1,0,4620
375,9,499.0,13,18.08,0,770,774,7,0,0.0,1386,4.4,19,1,0,5550
376,0,32.0,21,9.68,0,690,694,10,0,0.0,10915,45.5,20,1,0,2250
377,0,156.0,18,9.36,0,675,679,20,2,0.0,29973,48.1,26,0,0,5460
378,0,124.0,13,15.41,0,740,744,8,0,0.0,2621,24.5,8,0,0,1770
379,0,136.0,8,24.06,0,680,684,10,0,0.0,21692,91.1,17,0,0,3540
380,4,390.0,13,7.07,0,670,674,9,0,0.0,23032,100.6,25,0,0,5220
381,2,108.0,21,7.7,0,730,734,15,0,0.0,11655,17.3,37,0,0,7170
382,5,17.0,13,21.68,0,680,684,11,3,0.0,16779,66.8,23,1,0,6420
383,4,300.0,9,15.0,0,670,674,7,0,0.0,14993,55.9,17,1,0,3390
384,0,14.0,11,6.71,0,695,699,17,1,0.0,6517,26.1,26,0,0,6720
385,0,4.0,3,12.34,0,770,774,14,0,0.0,10336,16.3,29,0,0,4110
386,2,378.0,39,27.15,0,680,684,19,0,0.0,29362,63.6,34,0,0,10530
387,4,319.0,0,14.71,1,705,709,15,0,0.0,13172,33.8,51,0,0,14190
388,4,156.0,18,7.34,0,675,679,10,0,0.0,13407,36.5,13,1,0,1170
389,0,362.0,35,4.31,0,660,664,9,2,0.0,6068,43.0,16,1,0,2880
390,4,120.0,21,15.42,1,675,679,7,0,0.0,20325,81.6,13,0,0,7080
391,0,116.0,14,31.7,0,685,689,10,0,0.0,18316,67.8,21,1,0,5700
392,0,408.0,14,32.34,0,810,814,17,0,0.0,13088,17.9,32,1,0,7140
393,2,140.0,8,13.98,1,680,684,7,0,0.0,6029,58.5,21,0,0,4110
394,0,27.0,12,20.8,0,665,669,6,0,0.0,6191,91.0,10,0,0,2010
395,4,29.0,19,8.17,0,660,664,9,0,0.0,11758,58.2,31,0,0,5700
396,0,103.0,36,18.39,0,680,684,21,1,0.0,46181,73.7,58,0,0,7860
397,0,389.0,8,9.8,2,755,759,5,0,0.0,2907,10.4,15,0,0,2940
398,0,614.0,3,26.29,0,675,679,21,0,0.0,45709,87.9,51,1,0,5190
399,0,314.0,0,30.76,0,735,739,15,0,0.0,5038,50.4,20,1,0,2100
400,0,235.0,8,11.78,0,680,684,4,0,0.0,3863,89.8,6,0,0,2940
401,0,111.0,8,29.25,0,685,689,10,0,0.0,23204,71.6,17,1,0,8700
402,5,186.0,9,12.63,0,690,694,11,0,0.0,41952,55.5,27,1,0,6240
403,0,675.0,42,41.11,0,665,669,19,1,0.0,17386,67.9,31,1,1,4050
404,0,480.0,8,11.19,0,680,684,13,0,0.0,7784,56.4,45,0,0,10470
405,3,116.0,14,13.74,0,805,809,19,0,0.0,6081,16.8,39,0,0,4560
406,0,656.0,39,8.47,0,785,789,6,0,0.0,6467,55.7,18,1,0,8970
407,4,212.0,7,9.06,0,705,709,9,0,0.0,33033,81.8,34,1,0,6240
408,7,582.0,14,20.55,1,710,714,37,0,0.0,2850,39.6,54,1,0,6270
409,0,495.0,14,15.5,0,715,719,26,1,1.0,15161,28.2,37,0,0,10860
410,4,197.0,4,10.37,0,705,709,7,1,0.0,22542,75.1,24,0,0,7770
411,4,32.0,21,28.41,0,705,709,18,0,0.0,12574,40.2,43,0,0,5550
412,0,500.0,27,21.43,0,670,674,7,0,0.0,13251,93.3,20,1,0,4590
413,0,56.0,8,30.25,0,695,699,18,1,1.0,11822,34.4,31,1,0,4350
414,0,230.0,2,14.66,0,705,709,11,0,0.0,44636,74.3,25,1,0,5280
415,4,119.0,0,16.8,0,660,664,12,0,0.0,15960,70.0,20,0,0,2790
416,4,302.0,30,7.62,0,705,709,10,0,0.0,7061,29.5,23,0,0,6300
417,0,134.0,8,7.27,0,735,739,6,0,0.0,9857,38.4,19,0,0,14070
418,0,480.0,8,22.7,0,675,679,9,0,0.0,5752,60.5,9,1,0,1140
419,0,81.0,15,21.27,0,690,694,11,0,0.0,27441,55.7,24,1,0,3690
420,5,241.0,7,7.82,0,750,754,7,0,0.0,1272,5.9,11,0,0,2640
421,4,598.0,14,12.3,0,760,764,7,0,0.0,7316,19.1,20,0,0,10590
422,0,29.0,19,15.38,0,710,714,12,0,0.0,48932,86.3,29,0,0,10020
423,0,308.0,0,30.71,0,695,699,16,0,0.0,83191,53.7,36,1,0,6780
424,4,566.0,30,16.21,0,680,684,12,0,0.0,28715,68.7,28,0,0,4140
425,5,0.0,0,10.5,0,740,744,5,0,0.0,1740,8.7,6,1,0,1740
426,4,219.0,21,31.78,0,660,664,13,0,0.0,51181,77.0,36,0,0,5910
427,5,249.0,36,18.89,0,670,674,8,1,0.0,6572,12.1,15,0,0,9780
428,0,143.0,8,12.64,0,750,754,8,0,0.0,42362,56.4,17,0,0,5460
429,2,54.0,28,9.4,0,830,834,9,0,0.0,5523,7.7,27,0,0,6210
430,4,38.0,21,6.81,0,680,684,6,0,0.0,6522,49.4,10,0,0,4050
431,4,380.0,26,18.88,0,665,669,10,1,1.0,10996,34.9,22,0,0,4020
432,0,41.0,25,27.43,0,695,699,20,0,0.0,6648,39.8,32,1,0,4470
433,3,484.0,21,12.92,0,710,714,10,0,0.0,33568,75.6,25,0,0,11820
434,0,490.0,44,14.04,0,705,709,5,0,0.0,14666,98.0,20,0,0,7950
435,4,145.0,8,12.67,0,665,669,11,3,1.0,8404,27.5,26,1,0,9390
436,0,35.0,14,22.78,0,695,699,7,0,0.0,11572,35.4,18,0,0,4410
437,5,549.0,8,26.09,2,720,724,12,0,0.0,1465,9.4,22,1,0,2940
438,0,422.0,30,26.54,0,705,709,7,0,0.0,112373,50.6,26,1,0,9060
439,0,160.0,4,20.74,1,690,694,20,1,1.0,9291,37.0,34,0,0,9180
440,0,447.0,30,13.76,0,795,799,15,0,0.0,14588,23.2,26,0,0,7350
441,5,644.0,26,4.12,0,725,729,6,0,0.0,5801,33.5,13,1,0,9240
442,0,516.0,9,28.52,1,670,674,16,0,0.0,27105,84.7,32,1,0,5880
443,0,178.0,23,15.44,0,685,689,10,0,0.0,20591,70.3,14,1,0,2160
444,4,383.0,14,19.14,0,660,664,12,0,0.0,26403,78.1,39,0,0,13530
445,0,291.0,23,11.56,1,665,669,9,0,0.0,5055,73.6,31,0,0,3570
446,0,157.0,8,13.97,0,665,669,4,0,0.0,5060,47.3,8,0,0,3480
447,0,138.0,0,9.4,0,660,664,8,0,0.0,10544,54.0,9,0,0,1200
448,3,757.0,15,11.44,0,690,694,13,0,0.0,9277,50.7,39,0,0,5010
449,0,31.0,2,27.3,0,695,699,14,0,0.0,13520,73.9,41,0,0,4740
450,0,781.0,40,13.44,2,685,689,13,2,0.0,7953,35.8,20,0,0,6240
451,0,245.0,26,13.24,0,680,684,11,0,0.0,22495,51.7,23,1,0,3510
452,0,327.0,14,10.03,0,700,704,10,0,0.0,11592,49.8,32,0,0,7380
453,0,4.0,3,23.64,0,720,724,8,0,0.0,17414,59.4,28,1,0,5850
454,0,282.0,7,24.13,0,670,674,4,0,0.0,6754,62.5,25,1,0,4230
455,0,535.0,17,15.7,0,720,724,5,0,0.0,17053,48.0,13,0,0,5490
456,0,500.0,27,27.84,0,775,779,14,0,0.0,13551,28.2,27,0,0,9150
457,4,581.0,24,28.87,1,675,679,19,0,0.0,36137,75.0,40,1,0,6450
458,0,195.0,38,10.02,0,735,739,13,0,0.0,6721,16.3,33,0,0,4560
459,5,294.0,16,24.8,2,700,704,14,0,0.0,11838,38.9,24,1,0,3420
460,1,589.0,24,12.44,0,825,829,7,0,0.0,1751,6.6,15,0,1,9780
461,0,304.0,8,8.75,0,685,689,8,0,0.0,8668,26.7,11,1,0,2070
462,0,135.0,33,13.76,0,715,719,16,0,0.0,23887,58.0,46,0,0,5280
463,0,275.0,8,18.27,0,670,674,10,1,1.0,6644,95.0,34,0,0,5850
464,4,194.0,38,16.19,0,705,709,7,0,0.0,3641,26.8,8,0,0,1170
465,4,79.0,2,24.43,0,680,684,31,0,0.0,27615,50.7,50,1,0,6000
466,0,121.0,14,28.71,0,685,689,15,0,0.0,10871,56.0,53,0,0,4800
467,0,143.0,8,10.12,0,680,684,14,0,0.0,7697,77.0,17,1,0,2640
468,4,264.0,30,21.73,0,745,749,11,0,0.0,25547,34.9,47,0,0,7200
469,0,73.0,23,25.3,0,705,709,26,1,0.0,5161,32.9,36,1,0,6600
470,0,63.0,14,24.0,0,690,694,13,0,0.0,31292,72.8,28,1,0,4680
471,4,5.0,4,13.4,1,670,674,6,0,0.0,10497,68.6,14,0,0,5880
472,0,358.0,21,19.97,1,715,719,13,0,0.0,8122,9.6,21,1,0,3420
473,5,539.0,42,21.95,0,695,699,11,0,0.0,19541,49.5,28,0,0,3210
474,0,57.0,9,18.96,1,690,694,9,0,0.0,5749,43.2,23,1,0,5370
475,0,108.0,21,2.3,0,670,674,4,0,0.0,4198,97.6,5,0,0,1590
476,0,41.0,25,1.54,0,735,739,4,0,0.0,1030,93.6,12,1,0,6000
477,0,171.0,8,32.8,0,670,674,10,2,2.0,8923,49.8,27,0,0,5730
478,5,493.0,42,29.98,0,660,664,15,0,0.0,18841,71.4,34,1,0,4380
479,4,588.0,4,29.6,0,690,694,20,0,0.0,18840,64.5,30,0,0,3270
480,4,134.0,8,21.46,1,680,684,5,0,0.0,26058,91.1,20,1,0,3900
481,4,514.0,13,18.08,1,660,664,15,0,0.0,27631,82.5,42,1,0,8490
482,0,56.0,8,25.58,0,695,699,5,0,0.0,15418,69.8,14,0,0,5640
483,0,372.0,30,31.16,0,680,684,7,0,0.0,5591,91.7,8,0,0,2250
484,4,341.0,14,28.02,0,710,714,15,0,0.0,29165,71.5,42,0,0,4380
485,0,66.0,14,30.12,0,720,724,10,0,0.0,19149,64.5,19,0,0,4590
486,10,620.0,8,13.09,0,670,674,17,0,0.0,12623,79.9,21,1,0,2520
487,0,139.0,8,17.79,1,720,724,20,0,0.0,14639,25.9,32,1,0,3870
488,6,407.0,10,19.1,0,695,699,9,0,0.0,8077,61.7,12,1,0,2070
489,4,167.0,8,18.39,1,665,669,10,0,0.0,7739,48.1,22,0,0,5370
490,4,9.0,7,2.73,0,660,664,5,0,0.0,7523,78.4,12,0,0,3660
491,0,279.0,17,16.93,0,680,684,6,1,0.0,2673,46.9,7,0,0,3930
492,4,89.0,3,14.44,2,690,694,15,0,0.0,4250,15.8,22,0,0,4230
493,6,242.0,8,0.65,1,740,744,9,0,0.0,1475,2.1,17,0,0,2820
494,3,447.0,30,0.67,2,670,674,3,0,0.0,173,4.3,18,0,0,6240
495,0,220.0,20,19.25,2,690,694,9,0,0.0,1518,17.4,21,0,0,4290
496,4,126.0,38,19.98,0,730,734,15,0,0.0,26674,39.5,30,0,0,5490
497,0,89.0,3,28.14,1,660,664,12,0,0.0,26065,92.0,14,1,0,3690
498,2,14.0,11,9.88,0,690,694,19,2,0.0,4841,9.3,39,0,0,15000
499,0,95.0,13,23.89,3,675,679,7,0,0.0,2497,64.0,31,0,0,3360
500,0,194.0,38,18.34,1,660,664,16,0,0.0,17639,81.3,51,1,0,4320
501,0,683.0,48,17.37,1,680,684,4,0,0.0,297,29.7,51,0,0,4170
502,2,703.0,8,3.92,0,715,719,23,0,0.0,8324,22.6,54,1,0,5250
503,0,165.0,17,27.98,4,695,699,9,0,0.0,4288,42.0,42,1,0,6480
504,0,276.0,20,22.05,0,740,744,9,0,0.0,11230,20.3,26,1,0,6330
505,0,200.0,22,11.56,0,670,674,11,2,1.0,10719,30.0,20,0,0,5550
506,3,360.0,0,16.12,0,675,679,8,0,0.0,5425,98.6,11,1,0,3150
507,4,100.0,4,22.57,0,690,694,13,0,0.0,9712,53.7,19,1,0,4590
508,0,20.0,15,12.74,0,690,694,26,0,0.0,11767,49.0,39,0,0,6870
509,8,29.0,19,2.31,0,685,689,6,0,0.0,905,23.2,13,1,0,4350
510,1,224.0,3,16.96,0,770,774,6,0,0.0,2263,9.8,9,1,0,1980
511,4,324.0,10,13.85,0,665,669,17,1,1.0,9351,42.9,49,0,0,8160
512,0,276.0,20,25.37,0,675,679,10,0,0.0,2556,65.5,21,1,0,4320
513,4,51.0,13,13.9,0,705,709,8,0,0.0,37544,97.8,20,1,0,6150
514,0,141.0,13,14.24,0,710,714,10,0,0.0,7318,44.9,16,0,0,2670
515,4,762.0,7,14.46,1,680,684,10,0,0.0,11680,59.6,23,0,0,8940
516,0,418.0,45,25.56,0,660,664,9,1,1.0,18376,80.2,27,1,0,4650
517,0,351.0,3,17.14,0,685,689,9,0,0.0,8677,59.8,15,0,0,8430
518,0,34.0,18,20.96,0,695,699,13,0,0.0,12345,45.6,24,0,0,7740
519,0,46.0,27,14.46,0,670,674,4,1,1.0,5224,88.5,9,0,0,4680
520,0,157.0,8,39.3,0,710,714,14,0,0.0,72386,88.4,20,0,0,5490
521,0,72.0,10,10.8,0,700,704,7,0,0.0,9888,76.1,14,0,0,3450
522,4,147.0,26,13.76,1,785,789,11,0,0.0,29,0.2,20,0,0,9990
523,4,187.0,9,19.63,0,680,684,6,0,0.0,50832,97.8,22,1,0,6570
524,4,4.0,3,15.69,0,790,794,17,0,0.0,36392,48.0,48,1,0,8010
525,0,468.0,0,27.12,0,680,684,10,0,0.0,5459,40.1,22,0,0,5970
526,0,400.0,17,31.71,1,665,669,12,0,0.0,49162,100.3,34,1,0,4770
527,0,143.0,8,25.86,0,665,669,14,0,0.0,13313,56.4,21,1,0,3000
528,0,289.0,16,13.69,0,710,714,11,0,0.0,35958,82.3,14,0,0,6330
529,0,56.0,8,27.01,0,665,669,8,0,0.0,4541,42.0,13,0,0,4380
530,4,495.0,14,7.5,2,705,709,20,0,0.0,1715,18.4,50,1,0,9960
531,5,251.0,8,23.33,0,745,749,9,0,0.0,3490,31.6,26,1,0,4650
532,3,406.0,8,26.14,0,675,679,11,0,0.0,11705,69.7,12,1,0,2370
533,0,211.0,19,13.5,0,705,709,15,0,0.0,18524,40.1,31,1,0,7650
534,0,717.0,42,24.7,0,720,724,10,0,0.0,10088,45.6,31,0,0,5100
535,2,508.0,2,27.15,0,660,664,14,0,0.0,19461,54.4,20,0,0,3630
536,0,153.0,11,7.47,0,665,669,10,4,0.0,21301,47.2,11,0,0,7170
537,0,25.0,13,26.01,1,685,689,15,0,0.0,5059,16.9,31,1,0,4560
538,2,187.0,9,8.16,1,660,664,15,0,0.0,24807,51.4,24,1,0,4770
539,0,573.0,19,24.49,0,700,704,8,0,0.0,16774,60.6,13,0,0,8100
540,0,143.0,8,22.92,0,695,699,9,0,0.0,9498,64.2,34,0,0,3990
541,4,124.0,13,7.63,0,775,779,7,0,0.0,10693,25.7,13,0,0,5610
542,4,16.0,5,19.99,0,740,744,37,0,0.0,29345,23.9,75,0,0,5310
543,3,471.0,42,27.04,0,735,739,11,0,0.0,9614,34.6,21,0,0,10620
544,0,538.0,14,28.05,0,725,729,19,0,0.0,29011,53.8,46,0,0,5970
545,0,391.0,0,9.27,0,665,669,16,0,0.0,8176,84.3,31,0,0,2430
546,4,99.0,8,27.74,0,720,724,14,0,0.0,24191,47.4,31,1,0,4500
547,4,167.0,8,21.97,0,700,704,14,0,0.0,16897,52.6,26,1,0,3720
548,4,19.0,14,12.09,0,695,699,6,0,0.0,38817,85.3,15,1,0,5580
549,0,49.0,12,36.01,0,700,704,5,0,0.0,13296,62.1,13,1,0,4410
550,4,6.0,5,9.98,0,675,679,12,1,1.0,7503,41.7,29,0,0,5820
551,0,63.0,14,44.54,0,660,664,10,0,0.0,3148,21.7,20,1,1,4830
552,4,19.0,14,24.5,0,685,689,9,0,0.0,11932,63.8,13,0,0,3660
553,0,372.0,30,20.05,0,670,674,15,0,0.0,27185,79.0,22,0,0,6240
554,0,157.0,8,17.01,0,685,689,10,1,1.0,6819,32.8,16,1,0,3840
555,4,441.0,9,32.24,0,715,719,19,0,0.0,32265,40.3,35,1,0,13140
556,4,149.0,22,12.31,0,770,774,18,0,0.0,10159,11.9,49,0,0,7020
557,4,131.0,6,9.25,1,685,689,14,0,0.0,23398,32.4,31,1,0,9150
558,0,275.0,8,18.5,1,670,674,11,0,0.0,35569,86.3,24,1,0,5190
559,0,414.0,0,20.52,0,690,694,20,0,0.0,42037,72.5,60,0,0,6090
560,3,17.0,13,2.71,0,685,689,4,0,0.0,4496,55.5,4,0,0,3210
561,4,305.0,15,8.11,0,665,669,5,1,1.0,4181,36.4,22,0,0,9510
562,4,161.0,14,18.82,0,710,714,10,0,0.0,21890,37.5,21,0,0,6630
563,0,496.0,27,13.25,0,685,689,19,0,0.0,37387,66.4,34,1,0,6360
564,2,109.0,21,18.19,0,720,724,12,0,0.0,16707,48.4,27,0,0,11790
565,0,108.0,21,20.0,0,680,684,9,0,0.0,17829,63.2,16,0,0,4740
566,0,57.0,9,15.0,1,680,684,9,0,0.0,42360,75.9,19,1,0,11370
567,0,48.0,10,27.25,0,715,719,8,0,0.0,34760,74.8,28,0,0,7110
568,0,481.0,0,29.54,0,660,664,8,0,0.0,7780,54.4,17,0,0,1800
569,0,575.0,32,33.1,0,710,714,17,0,0.0,31667,53.5,27,0,0,4380
570,5,141.0,13,14.13,0,770,774,7,0,0.0,3721,19.8,14,0,0,4470
571,4,74.0,30,12.99,0,750,754,16,0,0.0,7585,9.5,32,0,0,7170
572,0,373.0,13,16.98,0,710,714,4,0,0.0,1844,32.4,9,0,0,5370
573,0,243.0,13,17.04,0,695,699,5,1,1.0,7069,45.3,10,0,1,8340
574,0,195.0,38,12.69,3,665,669,8,0,0.0,6934,79.7,17,1,0,6720
575,0,261.0,8,27.51,0,710,714,7,0,0.0,42189,59.8,11,1,0,5220
576,0,134.0,8,21.08,0,700,704,9,0,0.0,8607,51.8,15,1,0,4530
577,0,186.0,9,13.4,0,675,679,13,0,0.0,35131,91.0,30,1,0,6060
578,4,612.0,7,19.35,1,660,664,14,0,0.0,504547,97.1,35,1,0,8520
579,4,248.0,11,3.32,0,700,704,10,1,0.0,11095,69.8,31,0,0,10830
580,0,99.0,8,9.29,0,675,679,12,0,0.0,10635,65.2,18,1,0,4020
581,0,115.0,8,12.24,0,660,664,6,1,1.0,5798,64.0,21,1,0,10830
582,4,109.0,21,17.47,0,750,754,15,0,0.0,20694,18.3,28,0,0,4740
583,3,19.0,14,24.36,0,660,664,9,0,0.0,9581,74.3,20,1,0,3300
584,4,196.0,14,5.89,1,755,759,15,0,0.0,2948,4.1,33,1,0,6690
585,5,590.0,8,0.78,0,690,694,7,0,0.0,986,61.6,10,0,0,4770
586,4,194.0,38,14.51,0,665,669,16,0,0.0,6796,78.1,26,0,0,2910
587,0,535.0,17,25.12,2,680,684,52,0,0.0,12156,28.7,90,0,0,4830
588,4,34.0,18,23.17,0,670,674,9,1,1.0,9151,67.3,27,0,0,8700
589,2,272.0,0,11.73,0,695,699,5,1,1.0,2112,14.7,6,1,0,3690
590,7,325.0,30,9.86,2,680,684,11,0,0.0,10514,80.3,24,0,0,8160
591,0,79.0,2,29.75,0,735,739,12,0,0.0,25910,82.0,27,0,0,6510
592,5,290.0,18,15.06,0,660,664,8,1,1.0,4498,46.4,20,0,0,4920
593,0,505.0,10,24.09,0,715,719,21,0,0.0,7782,28.6,28,1,0,3270
594,3,680.0,16,20.89,1,700,704,21,0,0.0,13414,26.8,42,1,0,4920
595,5,176.0,3,2.77,6,690,694,9,0,0.0,3677,20.8,44,0,0,4650
596,0,19.0,14,19.66,1,720,724,21,0,0.0,32058,37.9,39,1,0,11760
597,0,386.0,19,11.75,0,665,669,8,0,0.0,33888,96.3,25,1,0,8760
598,0,655.0,8,12.7,0,690,694,5,0,0.0,15776,58.6,8,1,0,2700
599,10,136.0,8,23.32,2,695,699,8,0,0.0,4455,44.1,12,0,0,8700
600,4,141.0,13,23.47,0,725,729,12,0,0.0,9764,26.1,16,0,0,1680
601,5,166.0,8,6.09,1,675,679,7,0,0.0,5452,34.7,16,0,0,5160
602,5,590.0,8,6.55,0,665,669,7,2,1.0,5891,38.5,21,1,0,5250
603,4,495.0,14,31.56,0,660,664,12,0,0.0,7162,54.3,22,1,0,8040
604,0,492.0,36,17.98,0,675,679,18,2,2.0,5798,21.0,28,1,0,8310
605,0,632.0,27,13.47,0,675,679,7,1,0.0,10380,64.5,17,1,0,6000
606,0,177.0,26,19.31,0,685,689,14,0,0.0,12183,58.3,27,0,0,4200
607,5,389.0,8,15.46,0,785,789,12,0,0.0,8342,15.5,28,0,0,5550
608,4,414.0,0,27.97,1,675,679,19,0,0.0,25793,64.5,33,1,0,3900
609,0,51.0,13,22.22,0,680,684,24,1,0.0,23756,47.8,50,1,0,4740
610,4,636.0,27,7.75,0,670,674,12,0,0.0,17402,34.0,22,0,0,6870
611,4,662.0,14,13.24,0,750,754,9,0,0.0,19092,21.3,34,1,0,7290
612,0,432.0,10,22.26,0,660,664,19,1,1.0,2973,54.1,36,0,0,4890
613,0,111.0,8,34.8,0,685,689,13,0,0.0,25238,48.3,18,0,0,3720
614,0,28.0,12,12.48,0,710,714,8,0,0.0,4512,57.8,26,1,0,9300
615,4,394.0,35,4.92,0,675,679,4,2,0.0,13012,71.9,14,1,0,7470
616,4,186.0,9,28.31,0,660,664,15,0,0.0,33079,60.6,38,1,0,5550
617,4,327.0,14,18.14,4,690,694,15,0,0.0,2927,14.9,61,0,0,7950
618,0,535.0,17,17.75,0,715,719,11,0,0.0,5642,15.0,22,1,0,4110
619,3,4.0,3,15.92,2,690,694,20,0,0.0,8296,52.2,48,0,0,5190
620,4,54.0,28,6.1,0,720,724,16,1,1.0,26813,38.4,25,0,0,9990
621,0,340.0,14,16.54,0,675,679,15,0,0.0,8825,49.9,25,1,0,7260
622,0,223.0,12,24.08,0,660,664,14,0,0.0,16516,53.8,24,1,0,5250
623,4,241.0,7,26.03,1,675,679,25,0,0.0,37397,66.1,39,1,0,7350
624,5,279.0,17,18.94,0,725,729,14,1,1.0,9291,38.6,35,1,0,4800
625,0,193.0,13,25.16,0,700,704,14,0,0.0,14972,63.4,21,1,0,8130
626,4,605.0,48,16.68,0,675,679,14,0,0.0,42913,62.3,27,1,0,2820
627,0,290.0,18,10.12,0,695,699,14,0,0.0,7576,30.3,40,1,0,5100
628,0,236.0,7,16.67,0,695,699,7,1,0.0,15732,53.9,18,0,0,6060
