id,loanAmnt,term,interestRate,installment,grade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,y
377,21000,3,11.44,691.9,2,2205.0,5.0,0,110000.0,0,1
378,3600,3,12.69,120.77,3,2440.0,3.0,1,35000.0,0,0
379,24000,5,18.25,612.72,5,61066.0,1.0,0,75000.0,1,1
380,35000,5,20.99,946.68,5,3907.0,10.0,2,102000.0,2,1
381,15000,5,7.89,303.36,1,130556.0,9.0,0,90000.0,0,0
382,7200,5,23.7,205.88,6,22.0,10.0,1,42000.0,2,0
383,8000,3,9.99,258.1,2,40223.0,10.0,1,50000.0,1,0
384,10000,3,13.67,340.18,3,133233.0,10.0,0,42000.0,1,0
385,10000,5,9.44,209.73,2,38.0,10.0,0,50000.0,0,0
386,8500,3,13.59,288.83,3,111773.0,10.0,0,150000.0,1,0
387,10000,3,14.08,342.17,3,52811.0,10.0,2,62000.0,0,0
388,8000,3,15.77,280.35,4,37.0,9.0,1,84500.0,2,0
389,11900,3,19.99,442.19,4,307.0,5.0,0,34000.0,2,1
390,10525,5,19.52,276.05,4,271195.0,10.0,0,53000.0,2,0
391,7500,3,14.65,258.71,3,49.0,10.0,1,53000.0,2,1
392,6650,3,9.17,212.0,2,153.0,5.0,0,21000.0,0,0
393,14000,5,14.46,329.11,3,236.0,10.0,0,97000.0,0,0
394,12000,3,18.25,435.34,4,672.0,0.0,2,30000.0,1,0
395,20000,3,7.69,623.88,1,182344.0,0.0,1,72000.0,1,0
396,3000,3,6.99,92.62,1,199.0,10.0,0,110000.0,0,0
397,5000,3,9.67,160.57,2,10178.0,10.0,1,60000.0,2,0
398,24000,5,22.47,669.29,5,220005.0,10.0,0,136000.0,2,0
399,5000,3,10.15,161.69,2,180395.0,2.0,1,46000.0,0,0
400,5000,3,11.99,166.05,3,54.0,0.0,1,16000.0,1,0
401,17500,3,18.55,637.51,4,4024.0,0.0,1,39000.0,2,0
402,12000,3,7.89,375.43,1,24093.0,8.0,0,105000.0,0,0
403,25000,5,25.81,745.71,5,14253.0,10.0,0,78000.0,2,0
404,10000,3,11.99,332.1,2,54.0,0.0,1,35604.46,1,0
405,35000,5,12.29,783.7,3,84136.0,0.0,0,120923.0,2,1
406,25450,3,7.62,793.06,1,54.0,0.0,0,57372.0,2,0
407,20000,3,7.62,623.23,1,1562.0,6.0,0,120000.0,2,0
408,2000,3,13.99,68.35,3,193.0,10.0,0,87000.0,2,0
409,10000,3,5.32,301.15,1,54.0,0.0,0,126860.0,0,0
410,24000,3,8.38,756.29,2,439.0,0.0,0,170000.0,0,0
411,20000,5,17.86,506.35,4,38.0,10.0,1,58000.0,1,0
412,5375,3,20.2,200.31,4,259709.0,0.0,2,20000.0,0,0
413,12725,5,26.99,388.49,6,42559.0,9.0,0,67000.0,2,0
414,21000,5,11.55,462.38,2,268104.0,10.0,0,145000.0,2,0
415,14000,5,13.67,323.37,3,2205.0,2.0,1,48000.0,2,0
416,5600,3,9.75,180.04,2,80031.0,10.0,1,85000.0,0,0
417,22000,3,11.99,730.61,3,54.0,0.0,1,54000.0,2,1
418,9000,3,13.98,307.52,3,4604.0,0.0,1,35000.0,0,0
419,9000,3,14.33,309.05,3,54.0,0.0,1,43000.0,1,0
420,1000,3,19.99,37.16,5,20830.0,10.0,0,41000.0,1,0
421,8000,3,7.89,250.29,1,54.0,0.0,1,22344.0,2,0
422,28000,3,10.99,916.56,2,86471.0,10.0,0,179000.0,1,0
423,35000,3,23.88,1370.95,5,68897.0,3.0,0,207000.0,2,0
424,24000,3,12.35,801.17,2,266267.0,10.0,0,124000.0,1,0
425,1000,3,23.4,38.92,5,8741.0,0.0,1,46857.0,1,0
426,20000,5,16.59,492.66,4,54.0,0.0,0,108000.0,1,0
427,1200,3,11.48,39.56,2,38.0,3.0,2,27298.0,2,1
428,25000,3,5.32,752.87,1,54.0,0.0,1,170000.0,0,1
429,25000,5,9.44,524.32,2,54.0,0.0,2,130000.0,1,0
430,15000,5,15.05,357.25,3,2348.0,6.0,1,37000.0,1,0
431,11200,5,15.99,272.31,3,15459.0,9.0,1,56249.0,0,0
432,13775,3,10.99,450.92,2,196068.0,1.0,1,44720.0,1,0
433,18625,3,12.13,619.78,2,107080.0,10.0,1,167000.0,1,0
434,16000,5,19.99,423.82,4,1958.0,10.0,0,77000.0,2,0
435,12000,3,8.24,377.37,2,364.0,7.0,0,90000.0,1,0
436,20000,3,9.99,645.25,2,72.0,1.0,0,56000.0,0,0
437,8275,3,11.99,274.81,3,7621.0,1.0,1,38400.0,2,0
438,12600,3,7.69,393.04,1,1791.0,10.0,0,95000.0,0,0
439,8000,3,7.59,249.19,1,427.0,10.0,0,85000.0,0,1
440,28000,3,6.03,852.2,1,143492.0,4.0,1,86500.0,1,0
441,15000,3,7.9,469.36,1,328357.0,6.0,0,100000.0,2,0
442,15600,5,23.4,443.37,5,179801.0,10.0,0,60000.0,1,0
443,22500,5,13.99,523.42,3,1423.0,10.0,0,80000.0,1,0
444,15000,3,6.49,459.67,1,4116.0,10.0,0,87000.0,2,0
445,23000,5,15.99,559.2,4,107101.0,1.0,0,116000.0,1,0
446,18000,5,14.65,424.92,3,97.0,8.0,1,70000.0,1,1
447,11000,5,13.49,253.06,3,97.0,3.0,0,55000.0,1,1
448,1000,3,11.49,32.98,2,369141.0,8.0,0,112000.0,1,0
449,24000,5,18.84,620.47,5,346.0,7.0,1,85000.0,2,1
450,2500,3,11.49,82.43,2,97.0,5.0,0,55000.0,0,0
451,6025,3,19.03,220.95,4,142193.0,6.0,1,70000.0,0,1
452,23200,3,12.99,781.59,3,1466.0,8.0,0,53000.0,1,0
453,17050,3,12.42,569.74,2,54.0,10.0,0,53000.0,2,0
454,6000,3,11.53,197.95,2,13251.0,1.0,1,67600.0,0,0
455,4000,3,9.75,128.6,2,121994.0,9.0,1,75000.0,0,0
456,20000,5,9.17,416.82,2,62.0,8.0,2,60000.0,1,1
457,12000,3,15.22,417.28,3,273087.0,10.0,0,98000.0,1,0
458,12000,3,5.32,361.38,1,1499.0,5.0,2,70000.0,0,0
459,3000,3,21.0,113.03,5,218844.0,7.0,1,48000.0,1,1
460,25075,5,9.93,531.91,2,60239.0,10.0,0,44000.0,1,0
461,10625,3,13.11,358.57,2,72972.0,7.0,1,32000.0,0,0
462,13000,3,7.9,406.78,1,346.0,6.0,0,144000.0,1,0
463,11625,3,15.59,406.36,3,173389.0,10.0,0,63000.0,2,0
464,5000,3,11.99,166.05,2,2348.0,4.0,1,35000.0,0,0
465,27000,5,11.44,592.99,2,126404.0,1.0,0,70000.0,1,0
466,16000,3,17.77,576.6,4,234660.0,10.0,0,60100.0,2,0
467,10000,3,14.3,343.24,3,227088.0,1.0,1,44000.0,0,0
468,25000,5,7.89,505.6,1,36172.0,2.0,2,165000.0,0,0
469,9000,3,8.67,284.82,2,107716.0,10.0,1,54500.0,0,0
470,24000,3,9.49,768.68,2,34360.0,7.0,0,130000.0,1,1
471,8000,3,7.89,250.29,1,66.0,10.0,1,67000.0,1,0
472,22000,3,7.62,685.55,1,4163.0,10.0,0,56000.0,1,0
473,3600,3,13.58,122.31,3,6499.0,3.0,2,53574.6,2,0
474,9325,3,10.91,304.9,3,15890.0,10.0,1,70522.26,0,0
475,4800,3,15.61,167.84,4,82.0,0.0,0,75000.0,2,0
476,2400,3,9.99,77.43,2,227294.0,0.0,1,100000.0,1,0
477,10000,3,24.85,396.81,5,2595.0,10.0,1,30000.0,0,0
478,7000,3,17.86,252.58,4,9490.0,1.0,1,50000.0,2,0
479,14000,3,7.26,433.95,1,4196.0,1.0,1,50000.0,1,0
480,27975,3,15.61,978.15,4,18773.0,0.0,1,70000.0,1,0
481,3000,3,14.31,102.99,3,77774.0,10.0,0,102000.0,0,0
482,7350,3,13.98,251.14,3,54.0,0.0,1,18672.0,2,0
483,5700,3,19.05,209.09,4,296374.0,0.0,1,32000.0,2,0
484,14000,3,6.03,426.1,1,374.0,0.0,0,91000.0,0,0
485,18000,3,10.15,582.08,2,19657.0,0.0,1,70000.0,2,0
486,3600,3,13.99,123.03,3,884.0,0.0,1,46000.0,0,0
487,10000,3,12.74,335.69,3,279.0,2.0,0,60000.0,0,1
488,10000,5,22.4,278.47,5,151.0,5.0,1,70000.0,2,0
489,5200,3,11.49,171.46,2,18056.0,3.0,2,50000.0,1,0
490,8000,3,8.19,251.4,1,104478.0,1.0,0,108000.0,0,1
491,6500,3,10.99,212.78,2,27751.0,3.0,1,38000.0,1,0
492,9600,3,8.24,301.9,2,371195.0,10.0,2,35500.0,1,0
493,20000,3,5.32,602.3,1,634.0,5.0,2,130000.0,1,0
494,7200,3,11.47,237.33,2,100.0,7.0,1,45000.0,1,0
495,7000,3,14.08,239.52,3,1591.0,10.0,0,110000.0,2,0
496,20000,3,6.49,612.89,1,161.0,1.0,0,71000.0,1,0
497,15000,3,11.39,493.86,2,148128.0,6.0,2,58000.0,0,0
498,10000,3,8.24,314.48,2,54.0,0.0,0,35000.0,1,0
499,11000,3,9.49,352.32,2,88059.0,5.0,1,55000.0,1,0
500,16000,5,18.55,411.1,5,5617.0,0.0,0,115000.0,0,1
501,6200,3,17.57,222.81,4,80030.0,1.0,1,70000.0,1,1
502,15000,3,6.49,459.67,1,162033.0,2.0,2,63000.0,0,0
503,15975,5,24.7,466.09,7,229738.0,5.0,1,93800.0,1,1
504,14000,3,5.32,421.61,1,29.0,10.0,0,78000.0,1,0
505,10000,3,9.44,320.05,2,15820.0,5.0,0,96000.0,1,0
506,3500,3,18.25,126.98,4,282005.0,0.0,2,29700.0,1,0
507,17600,3,17.27,629.86,4,2442.0,7.0,1,74400.0,0,1
508,14000,3,8.24,440.27,2,121850.0,6.0,0,60000.0,1,0
509,3250,3,10.99,106.39,2,228914.0,4.0,0,39000.0,0,0
510,29700,5,12.12,662.47,2,348674.0,7.0,2,60000.0,2,0
511,9000,3,8.39,283.65,1,1066.0,2.0,2,65000.0,1,0
512,3625,3,14.33,124.48,3,286218.0,5.0,0,50000.0,0,0
513,12000,3,12.42,400.99,2,222894.0,5.0,1,80000.0,2,0
514,18000,3,13.18,608.06,3,24399.0,1.0,1,42000.0,2,0
515,18000,3,6.24,549.56,1,16360.0,8.0,1,80000.0,0,0
516,6275,3,12.99,211.4,3,2512.0,9.0,0,67000.0,0,0
517,8000,3,12.99,269.52,3,13.0,10.0,1,42000.0,1,1
518,20000,3,12.29,667.06,3,2419.0,10.0,1,75000.0,2,0
519,10000,3,16.91,356.08,3,28330.0,2.0,0,78000.0,0,0
520,12125,5,18.55,311.54,5,51663.0,10.0,0,72000.0,2,1
521,12000,5,30.49,391.87,6,4209.0,7.0,1,50000.0,1,0
522,20000,3,7.89,625.72,1,7981.0,10.0,2,193064.0,0,0
523,14000,3,12.39,467.62,3,108083.0,2.0,1,75000.0,2,1
524,18000,5,6.17,217.9,1,236870.0,6.0,0,55000.0,0,0
525,5000,3,8.39,157.59,2,54.0,0.0,1,60000.0,0,1
526,4400,3,14.99,152.51,3,7204.0,1.0,0,82000.0,2,0
527,12000,3,17.57,431.25,4,693.0,3.0,1,35000.0,1,0
528,30000,3,12.99,1010.68,3,136893.0,8.0,0,95000.0,1,0
529,5000,3,14.46,172.01,3,18514.0,0.0,1,19000.0,1,1
530,15000,3,7.9,469.36,1,5100.0,1.0,0,145000.0,1,0
531,3500,3,6.62,107.47,1,223367.0,8.0,1,69996.0,1,0
532,4000,3,19.72,148.09,4,319595.0,2.0,1,14460.0,2,0
533,31500,3,13.35,1066.68,3,14653.0,10.0,0,140000.0,2,0
534,7800,3,7.89,244.03,1,184.0,10.0,0,55000.0,0,1
535,11200,5,15.99,272.31,3,119469.0,4.0,1,40000.0,2,1
536,35000,5,18.55,899.28,5,62219.0,10.0,0,140000.0,2,0
537,18000,5,17.57,452.89,4,38.0,3.0,1,49000.0,2,0
538,24000,5,23.76,687.1,6,297839.0,6.0,0,236000.0,2,1
539,1000,3,13.05,33.72,2,285952.0,10.0,2,60000.0,0,0
540,15000,3,12.13,499.15,2,167.0,3.0,0,100000.0,1,0
541,14000,3,6.97,432.09,1,1373.0,2.0,1,42600.0,0,0
542,24000,5,6.49,469.48,1,17758.0,3.0,0,210000.0,0,0
543,14000,5,13.59,322.79,3,142857.0,3.0,1,32000.0,0,0
544,7000,3,7.9,219.04,1,289311.0,5.0,0,64000.0,2,0
545,1000,3,12.69,33.55,3,58322.0,3.0,1,62000.0,0,0
546,18500,3,13.11,624.32,2,341394.0,7.0,1,85000.0,0,0
547,16425,3,11.14,538.83,2,299048.0,9.0,0,37000.0,0,0
548,24000,3,6.89,739.85,1,19.0,6.0,0,140000.0,1,0
549,8675,3,15.59,303.24,4,54.0,0.0,1,19000.0,2,0
550,10000,5,13.99,232.64,3,1968.0,0.0,1,35000.0,1,1
551,24525,3,14.08,839.16,3,68105.0,10.0,0,70000.0,1,0
552,10000,3,11.49,329.72,2,128532.0,6.0,1,34000.0,0,0
553,20000,3,12.39,668.02,3,2309.0,10.0,0,68000.0,1,0
554,15000,3,19.99,557.38,4,32.0,10.0,2,70000.0,1,1
555,24000,5,9.75,506.99,2,44568.0,10.0,0,110900.0,0,0
556,9600,3,6.11,292.53,1,112369.0,2.0,0,125000.0,0,0
557,24000,3,10.99,785.62,2,2330.0,10.0,2,58000.0,2,0
558,6400,3,16.29,225.93,3,308925.0,10.0,1,106000.0,0,0
559,35000,3,16.99,1247.68,4,55.0,6.0,0,120000.0,1,0
560,24000,3,13.98,820.04,3,11.0,3.0,1,175000.0,2,0
561,5000,3,7.49,155.51,1,18587.0,10.0,0,45000.0,0,0
562,18000,3,7.49,559.83,1,106713.0,1.0,0,60000.0,0,0
563,35000,3,19.05,1283.85,4,329847.0,10.0,0,150000.0,2,0
564,7200,3,5.32,216.83,1,81260.0,6.0,0,45000.0,0,0
565,20000,3,9.99,645.25,2,13.0,10.0,1,50000.0,2,0
566,35000,3,9.75,1125.25,2,62.0,0.0,1,90000.0,1,0
567,30075,3,11.48,991.47,2,169457.0,0.0,0,85000.0,2,0
568,6000,3,9.99,193.58,2,72859.0,0.0,1,29500.0,0,0
569,4000,3,14.99,138.65,3,147808.0,10.0,0,70000.0,2,0
570,20000,5,20.99,540.96,5,54015.0,10.0,0,70000.0,1,0
571,12000,3,8.46,378.59,1,4808.0,6.0,0,51000.0,0,0
572,10000,3,8.39,315.17,2,153.0,10.0,0,36400.0,0,0
573,10000,3,10.64,325.69,2,170541.0,10.0,2,30000.0,0,0
574,9000,3,11.67,297.52,2,178189.0,7.0,0,59200.0,0,0
575,12000,3,9.44,384.06,2,54.0,0.0,1,39440.0,0,1
576,8000,3,6.24,244.25,1,58309.0,4.0,1,60926.0,1,0
577,30000,5,23.76,858.87,6,327724.0,4.0,0,135000.0,2,1
578,30000,3,18.45,1091.36,4,1746.0,5.0,0,250000.0,2,0
579,8800,3,7.12,272.21,1,151.0,4.0,0,110000.0,0,1
580,10000,5,19.05,259.69,4,334740.0,6.0,1,40560.0,2,0
581,10000,5,13.33,229.23,3,1397.0,10.0,1,75000.0,2,1
582,20000,3,7.59,622.96,1,10900.0,2.0,0,80000.0,0,0
583,4200,3,16.2,148.08,3,259752.0,10.0,1,42000.0,1,0
584,25000,3,7.9,782.26,1,342863.0,5.0,0,85000.0,1,0
585,8000,3,16.01,281.3,3,317.0,10.0,2,80000.0,1,0
586,8000,3,8.18,251.36,2,90947.0,1.0,1,52125.0,0,0
587,15000,3,11.44,494.22,2,5083.0,3.0,0,160000.0,0,0
588,2000,3,10.56,65.07,2,38.0,10.0,0,82000.0,1,0
589,4800,3,14.49,165.2,3,54.0,0.0,0,22500.0,0,0
590,4800,3,13.53,162.96,2,188635.0,9.0,2,120000.0,1,0
591,12675,3,6.99,391.31,1,3106.0,8.0,0,83000.0,0,0
592,21300,5,24.74,621.95,5,722.0,10.0,0,115000.0,2,0
593,12000,5,14.64,283.22,3,20.0,5.0,1,39000.0,1,0
594,5600,3,8.39,176.5,1,8360.0,5.0,0,105000.0,2,1
595,10800,5,15.31,258.7,3,131615.0,2.0,0,155000.0,1,0
596,24000,3,6.03,730.46,1,325019.0,9.0,0,160000.0,1,0
597,35000,5,16.49,860.28,4,26073.0,7.0,0,135000.0,2,0
598,14000,3,17.57,503.12,4,515.0,4.0,1,35000.0,1,1
599,5000,3,11.48,164.84,2,100269.0,4.0,0,35000.0,1,0
600,8500,3,9.75,273.28,2,199.0,2.0,1,40000.0,0,1
601,5200,3,9.75,167.18,2,151318.0,10.0,1,90000.0,1,1
602,7500,3,9.17,239.1,2,4902.0,5.0,1,120000.0,1,0
603,15175,3,18.84,555.03,5,22.0,10.0,1,60000.0,2,1
604,7000,3,11.49,230.8,2,54.0,0.0,1,42000.0,1,0
605,6000,3,16.99,213.89,4,1790.0,10.0,0,60000.0,0,0
606,7800,3,13.67,265.34,2,976.0,8.0,1,43000.0,0,1
607,18000,5,9.44,377.51,2,83900.0,9.0,1,120000.0,0,0
608,18000,3,11.99,597.78,2,81.0,5.0,1,69500.0,0,0
609,25000,5,19.72,658.46,4,242360.0,10.0,2,90000.0,2,0
610,6500,3,8.49,205.16,2,85814.0,0.0,0,110000.0,0,0
611,7500,5,7.14,149.01,1,223136.0,10.0,2,65000.0,1,0
612,4250,3,17.57,152.74,4,53581.0,3.0,1,44963.0,1,0
613,14000,5,19.99,370.84,4,841.0,0.0,1,60000.0,2,0
614,13200,3,9.17,420.81,2,200822.0,9.0,0,75000.0,0,0
615,12000,3,7.69,374.33,1,5636.0,6.0,0,99500.0,2,0
616,11500,3,13.53,390.43,2,106382.0,8.0,0,81000.0,0,0
617,7500,3,12.69,251.59,3,38.0,10.0,0,68000.0,2,0
618,12000,5,11.49,263.86,2,2056.0,4.0,0,52672.0,0,1
619,12000,5,16.99,298.17,4,187349.0,8.0,1,49900.0,1,0
620,24000,3,10.15,776.11,2,48.0,10.0,0,110000.0,1,0
621,10000,3,14.33,343.39,3,277104.0,10.0,1,50000.0,0,1
622,14000,3,14.33,480.74,3,280791.0,10.0,1,40000.0,0,0
623,28000,5,17.86,708.89,4,62.0,3.0,0,71000.0,1,1
624,30000,3,19.99,1114.76,5,144.0,4.0,0,75000.0,1,0
625,23900,5,29.69,768.71,6,184.0,2.0,0,52000.0,0,0
626,35000,3,12.61,1172.73,3,151.0,2.0,1,72000.0,1,1
627,6000,3,11.99,199.26,2,32.0,10.0,1,85000.0,1,0
628,13000,3,7.39,403.73,1,3568.0,10.0,0,65000.0,1,0
629,5400,3,10.99,176.77,2,812.0,0.0,0,37500.0,0,0
630,3000,3,17.27,107.37,3,299851.0,3.0,0,35000.0,2,0
631,8000,3,13.33,270.83,3,40513.0,2.0,1,45000.0,1,0
632,4000,3,7.99,125.33,1,172067.0,3.0,0,78000.0,1,0
633,10000,3,12.69,335.45,3,184.0,3.0,1,48000.0,1,1
634,30000,5,13.67,692.93,3,157205.0,5.0,1,104000.0,1,1
635,12000,3,13.59,407.75,3,4209.0,8.0,1,32000.0,0,0
636,25000,5,14.46,587.69,3,54.0,0.0,0,83200.0,2,0
637,11200,3,7.49,348.34,1,103275.0,10.0,1,40000.0,0,0
638,24000,3,6.03,730.46,1,161.0,4.0,0,195000.0,2,0
639,14400,3,18.06,521.03,4,47190.0,10.0,0,46000.0,2,0
640,17500,3,19.05,641.93,4,334611.0,10.0,1,45000.0,1,1
641,10000,3,5.32,301.15,1,43622.0,3.0,2,70000.0,2,1
642,8000,3,12.29,266.83,3,20696.0,10.0,0,48000.0,2,0
643,19000,5,22.7,532.35,5,278482.0,10.0,0,75000.0,2,0
644,35000,5,20.2,931.19,5,193464.0,1.0,0,275000.0,1,1
645,8000,3,9.67,256.9,2,260142.0,1.0,0,60000.0,2,0
646,20675,5,16.78,511.39,3,239666.0,10.0,1,46000.0,2,0
647,5000,3,5.32,150.58,1,54.0,0.0,0,80000.0,0,0
648,20000,3,12.29,667.06,3,151.0,7.0,2,75000.0,0,0
649,12000,3,7.91,375.54,1,38.0,2.0,1,47138.1,2,0
650,19500,3,15.61,681.82,4,85372.0,10.0,1,70820.0,2,0
651,6000,3,15.77,210.27,4,2257.0,7.0,0,36000.0,0,1
652,15000,3,10.49,487.47,2,236.0,0.0,1,47000.0,2,0
653,5000,3,9.99,161.32,2,40763.0,0.0,1,25000.0,1,0
654,2125,3,17.99,76.82,4,357861.0,7.0,2,36554.0,2,1
655,7000,3,15.59,244.69,4,21106.0,6.0,0,56000.0,2,0
656,3000,3,8.24,94.35,2,146543.0,5.0,1,60000.0,1,0
657,15000,5,10.15,319.82,2,199.0,8.0,1,100000.0,1,0
658,6700,3,16.99,238.84,4,4392.0,1.0,1,50000.0,0,1
659,12000,3,13.11,404.97,2,334257.0,10.0,0,55500.0,0,0
660,35000,3,14.65,1207.3,3,51185.0,10.0,0,200000.0,1,0
661,4750,3,14.99,164.64,3,54.0,0.0,2,12500.0,2,0
662,6600,3,7.51,205.34,1,223698.0,10.0,0,95000.0,2,0
663,11000,5,16.29,269.2,4,55.0,1.0,1,65000.0,1,0
664,14400,5,21.99,397.64,6,151.0,3.0,1,40000.0,1,1
665,10000,3,10.49,324.98,2,54.0,0.0,0,72156.0,0,0
666,12000,3,12.42,400.99,2,220222.0,5.0,1,69600.0,0,1
667,35000,5,30.94,1152.67,7,38.0,10.0,0,85000.0,2,1
668,19200,3,18.06,694.71,4,67.0,10.0,0,65000.0,1,0
669,16925,3,13.59,575.1,3,427.0,10.0,0,59000.0,0,0
670,7000,3,7.35,217.27,1,38.0,10.0,0,89000.0,0,0
671,7450,3,19.24,274.0,5,54.0,0.0,1,35000.0,1,1
672,20000,3,7.89,625.72,1,71672.0,1.0,1,150000.0,1,0
673,20950,3,10.99,685.78,2,13736.0,10.0,0,135000.0,1,0
674,10000,3,6.89,308.27,1,9208.0,10.0,0,89000.0,2,0
675,8000,3,11.22,262.75,2,939.0,10.0,2,44000.0,1,0
676,24000,3,7.89,750.86,1,40395.0,10.0,1,350000.0,2,1
677,32000,3,13.49,1085.78,3,39225.0,4.0,0,38000.0,2,0
678,11000,3,11.49,362.69,2,124260.0,10.0,2,32000.0,2,0
679,15000,5,10.99,326.07,2,39001.0,2.0,1,75000.0,0,0
680,9950,3,11.99,330.44,2,261807.0,10.0,1,30000.0,2,0
681,6000,3,7.89,187.72,1,67.0,0.0,0,68592.0,1,0
682,10000,5,9.99,212.43,2,6292.0,10.0,2,106000.0,0,0
683,5000,3,12.23,166.63,3,237005.0,4.0,1,52000.0,1,0
684,12000,3,12.29,400.24,3,5032.0,9.0,1,55000.0,2,0
685,20500,3,14.61,706.74,4,244055.0,0.0,1,60000.0,2,0
686,7000,3,7.62,218.13,1,23407.0,10.0,1,75000.0,0,0
687,28625,5,19.52,750.77,4,239329.0,2.0,0,64000.0,2,0
688,10000,3,11.53,329.91,2,54.0,0.0,0,58000.0,1,0
689,7000,3,14.65,241.46,3,223251.0,7.0,2,130000.0,1,1
690,9525,3,24.99,378.67,6,1682.0,1.0,1,40000.0,0,0
691,10000,3,8.9,317.54,1,73309.0,10.0,1,80683.0,2,0
692,9600,3,7.34,297.92,1,110671.0,4.0,1,90000.0,0,0
693,35000,3,11.44,1153.17,2,371500.0,4.0,0,270000.0,2,0
694,16000,3,16.99,570.37,4,184.0,6.0,1,113000.0,1,1
695,25000,5,14.99,594.62,3,4228.0,8.0,1,69525.6,1,0
696,12000,5,16.99,298.17,4,1388.0,1.0,0,54000.0,1,0
697,19800,3,17.99,715.72,4,362052.0,0.0,1,45000.0,2,0
698,3500,3,6.68,107.56,1,99304.0,0.0,1,35000.0,0,0
699,16000,3,13.67,544.29,2,12008.0,10.0,0,75000.0,2,0
700,10000,3,13.99,341.73,3,369795.0,1.0,1,65000.0,1,1
701,15450,5,17.56,388.64,4,268709.0,1.0,1,55000.0,1,0
702,3600,3,10.0,116.17,2,225931.0,3.0,1,54250.0,2,0
703,20000,5,16.01,486.47,3,54.0,0.0,0,36330.0,0,1
704,20000,3,8.39,630.34,2,1791.0,10.0,2,110000.0,1,1
705,16000,3,5.32,481.84,1,23464.0,10.0,0,173000.0,0,0
706,2900,3,11.99,96.31,2,54.0,0.0,1,15480.0,2,0
707,10000,3,20.0,371.64,4,19600.0,9.0,1,40000.0,1,1
708,12000,3,12.49,401.39,2,173956.0,7.0,1,60000.0,1,0
709,13600,3,13.99,464.75,3,2938.0,3.0,1,34000.0,1,0
710,12000,5,15.22,286.87,3,288946.0,2.0,0,84000.0,2,1
711,7000,3,7.99,219.33,1,260.0,10.0,0,59000.0,1,0
712,10800,3,12.12,359.34,2,223550.0,9.0,1,30500.0,2,0
713,1500,3,11.78,49.67,3,246310.0,0.0,1,40000.0,1,0
714,4375,3,17.86,157.86,4,153.0,2.0,1,16000.0,1,0
715,27575,5,24.7,804.53,7,230042.0,1.0,0,70000.0,1,0
716,23125,3,11.47,762.25,2,4604.0,10.0,0,84000.0,0,0
717,35000,5,12.39,785.48,3,100598.0,10.0,0,80000.0,2,0
718,8400,3,15.59,293.63,4,2074.0,2.0,1,65000.0,0,1
719,13000,3,8.18,408.46,2,19228.0,4.0,1,80000.0,1,0
720,8000,3,10.99,261.88,2,32.0,4.0,0,92500.0,1,0
721,18000,5,18.54,462.39,5,411.0,10.0,0,103000.0,2,1
722,35000,5,21.6,958.72,5,270852.0,7.0,1,80000.0,1,1
723,10000,3,7.99,313.32,1,30213.0,2.0,0,46955.0,1,0
724,12000,5,16.59,295.6,4,202496.0,1.0,1,40000.0,1,1
725,17500,5,30.89,575.79,7,36545.0,10.0,1,80000.0,1,1
726,18525,3,10.99,606.4,2,38.0,5.0,1,79000.0,1,0
727,17150,5,18.49,440.09,5,38.0,6.0,1,60000.0,2,1
728,10000,3,7.26,309.97,1,1929.0,10.0,1,24000.0,0,1
729,7000,3,6.99,216.11,1,167315.0,6.0,2,30000.0,0,0
730,14000,3,11.44,461.27,2,566.0,9.0,1,65000.0,1,0
731,14400,5,11.67,317.93,2,62693.0,9.0,0,55000.0,0,0
732,26375,5,21.98,728.15,5,311100.0,10.0,0,60000.0,2,1
733,15000,5,13.99,348.95,3,855.0,4.0,1,50000.0,2,1
734,3500,3,12.49,117.08,2,153.0,5.0,0,30000.0,2,0
735,12000,3,7.39,372.67,1,23094.0,5.0,0,75000.0,0,0
736,15000,3,5.32,451.73,1,115888.0,10.0,0,230000.0,1,0
737,29225,3,13.18,987.25,3,775.0,6.0,0,112452.0,0,1
738,21000,5,9.99,446.09,2,435.0,10.0,0,180000.0,1,0
739,11600,5,25.8,345.94,7,82777.0,2.0,0,41000.0,0,0
740,20000,5,20.49,535.35,5,334746.0,10.0,0,65000.0,2,1
741,15000,5,11.99,333.6,2,191.0,4.0,1,100000.0,1,0
742,20000,3,7.26,619.93,1,4014.0,10.0,0,100000.0,0,0
743,40000,5,13.59,922.25,3,151.0,4.0,0,91000.0,1,0
744,10400,3,12.29,346.88,3,38.0,6.0,0,60000.0,1,0
745,35000,3,18.49,1273.96,4,306755.0,10.0,1,320000.0,1,0
746,24000,5,9.44,503.35,2,6575.0,10.0,0,124845.0,0,0
747,10000,5,16.2,244.25,3,1027.0,0.0,1,88500.0,2,0
748,14300,3,11.14,469.12,2,290438.0,0.0,0,130000.0,0,0
749,21000,3,7.69,655.07,1,441.0,10.0,0,200000.0,1,0
750,9600,3,7.35,297.96,1,48.0,2.0,1,30000.0,1,0
751,35000,5,14.85,829.9,3,38820.0,6.0,0,75000.0,1,0
752,5500,3,11.53,181.45,2,87554.0,5.0,1,25000.0,1,0
753,2400,3,11.53,79.18,2,21711.0,4.0,1,60000.0,1,0
754,6000,3,15.61,209.79,3,1087.0,2.0,2,25000.0,2,0
755,16000,3,14.03,547.08,3,675.0,10.0,2,64000.0,0,0
